intent,patterns,bot_response
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
curfew,Q164: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
barangay_clearance,Q165: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
curfew,Q166: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
permits,Q168: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
permits,Q169: Business permits are processed through the barangay before city hall.,Barangay permits are required for public events.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
loitering,Q171: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
loitering,Q173: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
curfew,Q174: The barangay enforces curfew to ensure peace and order at night.,The barangay enforces curfew to ensure peace and order at night.
loitering,Q175: Loitering rules are enforced for minors and late-night gatherings.,Loitering rules are enforced for minors and late-night gatherings.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
curfew,Q177: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
barangay_clearance,Q180: Clearance is needed for job applications and legal documents.,Requirements for clearance include valid ID and barangay residency.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
barangay_clearance,Q183: Barangay clearance can be requested at the Barangay Hall during office hours.,Clearance is needed for job applications and legal documents.
alcohol_regulation,Q184: Liquor ban applies during fiestas and election periods.,Liquor ban applies during fiestas and election periods.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
curfew,Q186: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
